Latitude,Longitude,MaxTemp,MinTemp,DaysMaxTempAbove16,DaysMaxTempAbove18,DaysMaxTempAbove20,DaysMaxTempAbove24,DaysMinTempBelow16,DaysMinTempBelow18,DaysMinTempBelow20,DaysMinTempBelow24,Percentile99_Max,Percentile95_Max,Percentile90_Max,Percentile99_Min,Percentile95_Min,Percentile90_Min
29.625,75.20833333333331,-0.86615380453787,-0.6463624243869536,,,,,0.5780478755172345,0.6628854388785378,0.5361614254013662,0.4298838986007791,-0.86615380453787,-0.86615380453787,-0.86615380453787,-0.6463624243869536,-0.6463624243869536,-0.6463624243869536
29.625,75.29166666666664,-0.86964058133191,-0.6220339667966768,,,,,0.392131195826589,0.5714267207441122,0.622824486201959,0.4274830218134861,-0.86964058133191,-0.86964058133191,-0.86964058133191,-0.6220339667966768,-0.6220339667966768,-0.6220339667966768
29.70833333333333,75.20833333333331,-0.8617086676244381,-0.6213844769735469,,,,,0.5447893243576117,0.6665143567586069,0.5337458434337988,0.4025826411265273,-0.8617086676244381,-0.8617086676244381,-0.8617086676244381,-0.6213844769735469,-0.6213844769735469,-0.6213844769735469
29.70833333333333,75.29166666666664,-0.8563917939992464,-0.5825439686237479,,,,,0.3252504683428273,0.5544970219441864,0.6063776655952958,0.4305970872039558,-0.8563917939992464,-0.8563917939992464,-0.8563917939992464,-0.5825439686237479,-0.5825439686237479,-0.5825439686237479
29.79166666666667,75.29166666666664,-0.9203065987517699,-0.6681109754963425,,,,,0.4622352439841259,0.5500955494709703,0.6804691487253989,0.4969373244563916,-0.9203065987517699,-0.9203065987517699,-0.9203065987517699,-0.6681109754963425,-0.6681109754963425,-0.6681109754963425
29.79166666666667,75.37499999999999,-0.9340863337385463,-0.7285373102983694,,,,,0.4410743389852073,0.655225560615463,0.7493577485546631,0.5746427575923954,-0.9340863337385463,-0.9340863337385463,-0.9340863337385463,-0.7285373102983694,-0.7285373102983694,-0.7285373102983694
29.79166666666667,75.54166666666666,-0.8894730160937213,-0.6000814695041482,,,,,0.3421103048760101,0.5495555892136471,0.6232824669044081,0.4409683611900673,-0.8894730160937213,-0.8894730160937213,-0.8894730160937213,-0.6000814695041482,-0.6000814695041482,-0.6000814695041482
29.79166666666667,75.62499999999999,-0.7832787861134985,-0.5535777859597603,,,,,0.2899433254592154,0.4751659646379455,0.5742040956193687,0.4738075344993199,-0.7832787861134985,-0.7832787861134985,-0.7832787861134985,-0.5535777859597603,-0.5535777859597603,-0.5535777859597603
29.79166666666667,75.70833333333331,-0.832413767091184,-0.5628199461242319,,,,,0.3067428136724781,0.6120253848756085,0.5522477013211422,0.489610042045749,-0.832413767091184,-0.832413767091184,-0.832413767091184,-0.5628199461242319,-0.5628199461242319,-0.5628199461242319
29.79166666666667,75.87499999999999,-0.7386480595419663,-0.4667735025406264,,,,,0.2753558460800677,0.3874022878469636,0.3029255925602028,0.5339942709824049,-0.7386480595419663,-0.7386480595419663,-0.7386480595419663,-0.4667735025406264,-0.4667735025406264,-0.4667735025406264
29.79166666666667,75.95833333333331,-0.3897997582975448,-0.2723229702808602,,,,,0.152550856799487,0.1903628566123154,0.0644785418838387,0.4275445055564369,-0.3897997582975448,-0.3897997582975448,-0.3897997582975448,-0.2723229702808602,-0.2723229702808602,-0.2723229702808602
29.79166666666667,76.04166666666666,-0.4094244102932529,-0.3004276469462028,,,,,0.1480971103368634,0.1903053297380869,0.1018985095301807,0.4674323876150878,-0.4094244102932529,-0.4094244102932529,-0.4094244102932529,-0.3004276469462028,-0.3004276469462028,-0.3004276469462028
29.875,75.12499999999999,-0.8368643103896777,-0.6201687000409759,,,,,0.4856094634598622,0.6263592296633443,0.5696743202759557,0.4628981477640706,-0.8368643103896777,-0.8368643103896777,-0.8368643103896777,-0.6201687000409759,-0.6201687000409759,-0.6201687000409759
29.875,75.20833333333331,-0.8968986046221475,-0.6922504570383308,,,,,0.5818224927876754,0.6849699141744215,0.6163417411576569,0.5070587652966143,-0.8968986046221475,-0.8968986046221475,-0.8968986046221475,-0.6922504570383308,-0.6922504570383308,-0.6922504570383308
29.875,75.29166666666664,-0.8977549101358832,-0.6775246472770468,,,,,0.4805713157049738,0.5054932453650871,0.7057820055101998,0.4658420016201699,-0.8977549101358832,-0.8977549101358832,-0.8977549101358832,-0.6775246472770468,-0.6775246472770468,-0.6775246472770468
29.875,75.37499999999999,-0.9018512254789512,-0.7033038705936333,,,,,0.4576495990759432,0.5587827515937832,0.7481166501081751,0.4525245605083146,-0.9018512254789512,-0.9018512254789512,-0.9018512254789512,-0.7033038705936333,-0.7033038705936333,-0.7033038705936333
29.875,75.45833333333331,-0.9174150973407245,-0.6475976825158225,,,,,0.4339106484070986,0.5788782135842798,0.6580956518130735,0.4629772965968933,-0.9174150973407245,-0.9174150973407245,-0.9174150973407245,-0.6475976825158225,-0.6475976825158225,-0.6475976825158225
29.875,75.54166666666666,-0.8835072188369663,-0.6356897281646425,,,,,0.3924337187230399,0.5825966500037679,0.6639521410786429,0.4282501893935415,-0.8835072188369663,-0.8835072188369663,-0.8835072188369663,-0.6356897281646425,-0.6356897281646425,-0.6356897281646425
29.875,75.62499999999999,-0.8772037975017172,-0.6426129892599931,,,,,0.4781204533984787,0.5759367211488566,0.6128664427240056,0.4851387863303586,-0.8772037975017172,-0.8772037975017172,-0.8772037975017172,-0.6426129892599931,-0.6426129892599931,-0.6426129892599931
29.875,75.70833333333331,-0.8222248527825893,-0.618630974342925,,,,,0.3211647098383641,0.5616437011288082,0.6330588902687364,0.5425518719027568,-0.8222248527825893,-0.8222248527825893,-0.8222248527825893,-0.618630974342925,-0.618630974342925,-0.618630974342925
29.875,75.79166666666666,-0.6881925165073423,-0.498548903543134,,,,,0.1571009016190625,0.3369016314608999,0.5534589933846854,0.5329534386437313,-0.6881925165073423,-0.6881925165073423,-0.6881925165073423,-0.498548903543134,-0.498548903543134,-0.498548903543134
29.875,75.87499999999999,-0.770148720579021,-0.4974486195245779,,,,,0.1855222779226125,0.3763494546983869,0.4576044833297358,0.5656484926957536,-0.770148720579021,-0.770148720579021,-0.770148720579021,-0.4974486195245779,-0.4974486195245779,-0.4974486195245779
29.875,75.95833333333331,-0.534249380576962,-0.3503068810158956,,,,,0.1333886987759175,0.2224946405941354,0.2329600866977835,0.4907622890425156,-0.534249380576962,-0.534249380576962,-0.534249380576962,-0.3503068810158956,-0.3503068810158956,-0.3503068810158956
29.875,76.04166666666666,-0.4312579373384359,-0.2884421981893809,,,,,0.1337174193034162,0.2002590277717362,0.09810292659031743,0.4375768021812512,-0.4312579373384359,-0.4312579373384359,-0.4312579373384359,-0.2884421981893809,-0.2884421981893809,-0.2884421981893809
29.875,76.12499999999999,-0.4586087289443458,-0.2713449601671103,,,,,0.09022147218355243,0.1577728912925365,0.08181650086966841,0.4819685031844649,-0.4586087289443458,-0.4586087289443458,-0.4586087289443458,-0.2713449601671103,-0.2713449601671103,-0.2713449601671103
29.875,76.20833333333331,-0.3959624598404266,-0.2429314858545027,,,,,0.07809473323289755,0.1540407228287448,0.09089924880009745,0.4161149019118431,-0.3959624598404266,-0.3959624598404266,-0.3959624598404266,-0.2429314858545027,-0.2429314858545027,-0.2429314858545027
29.95833333333333,74.29166666666664,-0.6073780260915157,-0.3412310223496077,,,,,0.4115754610844706,0.05560656041503132,0.3599035993347202,0.4473990716903398,-0.6073780260915157,-0.6073780260915157,-0.6073780260915157,-0.3412310223496077,-0.3412310223496077,-0.3412310223496077
29.95833333333333,74.37499999999999,-0.643649077655422,-0.3871628785548412,,,,,0.4286036330096364,0.1668064686152399,0.4114131308869583,0.398732296830606,-0.643649077655422,-0.643649077655422,-0.643649077655422,-0.3871628785548412,-0.3871628785548412,-0.3871628785548412
29.95833333333333,74.45833333333331,-0.7647550009560917,-0.5377426797869207,,,,,0.3451513308162682,0.3843040136676008,0.5447826562500787,0.5519899017486993,-0.7647550009560917,-0.7647550009560917,-0.7647550009560917,-0.5377426797869207,-0.5377426797869207,-0.5377426797869207
29.95833333333333,74.54166666666664,-0.7895742445316245,-0.5312868752161348,,,,,0.3603618221927139,0.4032029289387585,0.5214503554960019,0.5447589295806687,-0.7895742445316245,-0.7895742445316245,-0.7895742445316245,-0.5312868752161348,-0.5312868752161348,-0.5312868752161348
29.95833333333333,74.62499999999999,-0.7731849900529691,-0.4679613742306943,,,,,0.2774819928771284,0.3513409466482136,0.4697254668919153,0.5224733290814947,-0.7731849900529691,-0.7731849900529691,-0.7731849900529691,-0.4679613742306943,-0.4679613742306943,-0.4679613742306943
