Unnamed: 0,Unnamed: 1,Unnamed: 2,simultaneous,lag,simultaneous.1,lag.1,simultaneous.2,lag.2,simultaneous.3,lag.3,simultaneous.4,lag.4,simultaneous.5,lag.5,simultaneous.6,lag.6,simultaneous.7,lag.7,simultaneous.8,lag.8,simultaneous.9,lag.9,simultaneous.10,lag.10,simultaneous.11,lag.11,simultaneous.12,lag.12,simultaneous.13,lag.13,simultaneous.14,lag.14,simultaneous.15,lag.15
Latitude,Longitude,NDVI_Fortnight,MaxTemp,MaxTemp,MinTemp,MinTemp,DaysMaxTempAbove16,DaysMaxTempAbove16,DaysMaxTempAbove18,DaysMaxTempAbove18,DaysMaxTempAbove20,DaysMaxTempAbove20,DaysMaxTempAbove24,DaysMaxTempAbove24,DaysMinTempBelow16,DaysMinTempBelow16,DaysMinTempBelow18,DaysMinTempBelow18,DaysMinTempBelow20,DaysMinTempBelow20,DaysMinTempBelow24,DaysMinTempBelow24,Percentile99_Max,Percentile99_Max,Percentile95_Max,Percentile95_Max,Percentile90_Max,Percentile90_Max,Percentile99_Min,Percentile99_Min,Percentile95_Min,Percentile95_Min,Percentile90_Min,Percentile90_Min
29.625,75.208,5,0.2401217992003713,0.2399149901133079,0.4825792538659089,0.685033056701758,-0.2938073069455074,-0.4106192295008985,0.002616398605666217,0.02030560316307042,0.0127036167982305,0.03412670034104367,0.3071150464604041,0.2882281712006867,-0.4353775562219409,-0.4490318247668741,-0.4353775562219409,-0.4490318247668741,-0.4353775562219409,-0.4490318247668741,-0.4353775562219409,-0.4490318247668741,0.2401217992003713,0.2399149901133079,0.2401217992003713,0.2399149901133079,0.2401217992003713,0.2399149901133079,0.4825792538659089,0.685033056701758,0.4825792538659089,0.685033056701758,0.4825792538659089,0.685033056701758
29.625,75.291,5,0.2687229440420091,0.1022770845124692,0.4696210377646992,0.5345241105627191,-0.2227978404411422,-0.4718440704815009,-0.1217426129296181,-0.4098097346304938,-0.03841382696020275,-0.245815724060666,0.3119138630258711,0.151559832553267,-0.3586189829236318,-0.4890343838053861,-0.3586189829236318,-0.4890343838053861,-0.3586189829236318,-0.4890343838053861,-0.3586189829236318,-0.4890343838053861,0.2687229440420091,0.1022770845124692,0.2687229440420091,0.1022770845124692,0.2687229440420091,0.1022770845124692,0.4696210377646992,0.5345241105627191,0.4696210377646992,0.5345241105627191,0.4696210377646992,0.5345241105627191
29.708,75.208,5,0.2292897431398281,0.3232335987587367,0.4709023573041014,0.6619751799745976,-0.2404726038125146,-0.1902231477737827,0.05365693490621663,0.2249524648144396,0.02624677476671139,0.1457485440691913,0.3279404208908562,0.3763492870196209,-0.3398098685573645,-0.3131610853623557,-0.3398098685573645,-0.3131610853623557,-0.3398098685573645,-0.3131610853623557,-0.3398098685573645,-0.3131610853623557,0.2292897431398281,0.3232335987587367,0.2292897431398281,0.3232335987587367,0.2292897431398281,0.3232335987587367,0.4709023573041014,0.6619751799745976,0.4709023573041014,0.6619751799745976,0.4709023573041014,0.6619751799745976
29.708,75.291,5,0.3329739995143535,0.4176900991300365,0.539450022196522,0.6793192561331638,-0.141481654139671,-0.1568456544562954,-0.06028163910157311,-0.06341291021902327,0.01797983417986884,0.1088194738548955,0.3781579940527021,0.4478251290833236,-0.2580320972098478,-0.2921296376565655,-0.2580320972098478,-0.2921296376565655,-0.2580320972098478,-0.2921296376565655,-0.2580320972098478,-0.2921296376565655,0.3329739995143535,0.4176900991300365,0.3329739995143535,0.4176900991300365,0.3329739995143535,0.4176900991300365,0.539450022196522,0.6793192561331638,0.539450022196522,0.6793192561331638,0.539450022196522,0.6793192561331638
29.791,75.291,5,0.3224295217332843,0.3806573850535077,0.5345830331331449,0.7178241737961126,-0.1166505378239728,-0.1670650062981597,-0.01550767033626162,-0.05691808282602567,0.02557109272869038,0.1090366161226173,0.3865570094127829,0.4349253439925029,-0.2735942919310948,-0.3300735207030273,-0.2735942919310948,-0.3300735207030273,-0.2735942919310948,-0.3300735207030273,-0.2735942919310948,-0.3300735207030273,0.3224295217332843,0.3806573850535077,0.3224295217332843,0.3806573850535077,0.3224295217332843,0.3806573850535077,0.5345830331331449,0.7178241737961126,0.5345830331331449,0.7178241737961126,0.5345830331331449,0.7178241737961126
29.791,75.374,5,0.4809506891363949,0.4160831235115603,0.555740508888151,0.7563599044550732,0.1096632137026171,-0.1265426839262701,0.1342541151860358,-0.02448062059836229,0.264764144266687,0.1450725973326274,0.5300734416196553,0.4762656936954501,0.04424225132479256,-0.2831682213227216,0.04424225132479256,-0.2831682213227216,0.04424225132479256,-0.2831682213227216,0.04424225132479256,-0.2831682213227216,0.4809506891363949,0.4160831235115603,0.4809506891363949,0.4160831235115603,0.4809506891363949,0.4160831235115603,0.555740508888151,0.7563599044550732,0.555740508888151,0.7563599044550732,0.555740508888151,0.7563599044550732
29.791,75.541,5,0.0906932345481431,0.05812753497635935,0.427551234907295,0.5170383813078141,-0.3142297313125583,-0.3695638791165213,-0.2214529385625787,-0.2717825852252617,-0.2020649119605918,-0.1980858537591216,0.1407392540012182,0.09003973787646258,-0.4172592851420238,-0.4705691777871511,-0.4172592851420238,-0.4705691777871511,-0.4172592851420238,-0.4705691777871511,-0.4172592851420238,-0.4705691777871511,0.0906932345481431,0.05812753497635935,0.0906932345481431,0.05812753497635935,0.0906932345481431,0.05812753497635935,0.427551234907295,0.5170383813078141,0.427551234907295,0.5170383813078141,0.427551234907295,0.5170383813078141
29.791,75.624,5,0.3069795755822468,0.177740260341778,0.5649178034677654,0.6493338810002514,-0.2267227794365249,-0.329669610034895,-0.1521123064572341,-0.2194622335797735,-0.004364085493684331,-0.07671919725233835,0.3483532674892383,0.2299632549037804,-0.3147098661188696,-0.4606673660610924,-0.3147098661188696,-0.4606673660610924,-0.3147098661188696,-0.4606673660610924,-0.3147098661188696,-0.4606673660610924,0.3069795755822468,0.177740260341778,0.3069795755822468,0.177740260341778,0.3069795755822468,0.177740260341778,0.5649178034677654,0.6493338810002514,0.5649178034677654,0.6493338810002514,0.5649178034677654,0.6493338810002514
29.791,75.708,5,0.1193741434450958,-0.2952326798297335,0.2533758652820738,0.2993341770790626,-0.07047670464680858,-0.6074988694554868,-0.04928126430887932,-0.5130294892931337,-0.1235857001656167,-0.4793244826746619,0.06985888864959595,-0.2618060404014288,-0.09427341636428876,-0.6556126690302152,-0.09427341636428876,-0.6556126690302152,-0.09427341636428876,-0.6556126690302152,-0.09427341636428876,-0.6556126690302152,0.1193741434450958,-0.2952326798297335,0.1193741434450958,-0.2952326798297335,0.1193741434450958,-0.2952326798297335,0.2533758652820738,0.2993341770790626,0.2533758652820738,0.2993341770790626,0.2533758652820738,0.2993341770790626
